state,date,predicted,yhat_lower,yhat_upper
Tennessee,2023-10-05,0.00,0.00,-816.11
Tennessee,2023-10-06,0.00,0.00,-885.51
Tennessee,2023-10-07,0.00,0.00,-678.78
Tennessee,2023-10-08,0.00,0.00,-1059.68
Tennessee,2023-10-09,0.00,0.00,-1092.92
Tennessee,2023-10-10,0.00,0.00,-1296.40
Tennessee,2023-10-11,0.00,0.00,-1390.75
Tennessee,2023-10-12,0.00,0.00,-1411.55
Tennessee,2023-10-13,0.00,0.00,-1184.69
Tennessee,2023-10-14,0.00,0.00,-1240.85
Tennessee,2023-10-15,0.00,0.00,-1807.20
Tennessee,2023-10-16,0.00,0.00,-1459.27
Tennessee,2023-10-17,0.00,0.00,-1361.54
Tennessee,2023-10-18,0.00,0.00,-1657.29
Tennessee,2023-10-19,0.00,0.00,-1590.83
Tennessee,2023-10-20,0.00,0.00,-1467.60
Tennessee,2023-10-21,0.00,0.00,-1385.14
Tennessee,2023-10-22,0.00,0.00,-1431.55
Tennessee,2023-10-23,0.00,0.00,-1406.56
Tennessee,2023-10-24,0.00,0.00,-1783.94
Tennessee,2023-10-25,0.00,0.00,-1274.23
Tennessee,2023-10-26,0.00,0.00,-1918.01
Tennessee,2023-10-27,0.00,0.00,-1379.50
Tennessee,2023-10-28,0.00,0.00,-1817.15
Tennessee,2023-10-29,0.00,0.00,-1217.05
Tennessee,2023-10-30,0.00,0.00,-1664.44
Tennessee,2023-10-31,0.00,0.00,-1413.55
Tennessee,2023-11-01,0.00,0.00,-1211.94
Tennessee,2023-11-02,0.00,0.00,-1419.35
Tennessee,2023-11-03,0.00,0.00,-1574.56
Tennessee,2023-11-04,0.00,0.00,-1089.41
Tennessee,2023-11-05,0.00,0.00,-1469.40
Tennessee,2023-11-06,0.00,0.00,-1481.15
Tennessee,2023-11-07,0.00,0.00,-1134.71
Tennessee,2023-11-08,0.00,0.00,-1375.75
Tennessee,2023-11-09,0.00,0.00,-1375.14
Tennessee,2023-11-10,0.00,0.00,-1245.54
Tennessee,2023-11-11,0.00,0.00,-1031.96
Tennessee,2023-11-12,0.00,0.00,-1375.55
Tennessee,2023-11-13,0.00,0.00,-1041.92
Tennessee,2023-11-14,0.00,0.00,-928.51
Tennessee,2023-11-15,0.00,0.00,-1654.70
Tennessee,2023-11-16,0.00,0.00,-1483.55
Tennessee,2023-11-17,0.00,0.00,-1340.87
Tennessee,2023-11-18,0.00,0.00,-1279.41
Tennessee,2023-11-19,0.00,0.00,-1231.14
Tennessee,2023-11-20,0.00,0.00,-1121.56
Tennessee,2023-11-21,0.00,0.00,-1481.54
Tennessee,2023-11-22,0.00,0.00,-1144.28
Tennessee,2023-11-23,0.00,0.00,-1218.77
Tennessee,2023-11-24,0.00,0.00,-847.71
Tennessee,2023-11-25,0.00,0.00,-1280.84
Tennessee,2023-11-26,0.00,0.00,-980.99
Tennessee,2023-11-27,0.00,0.00,-1061.09
Tennessee,2023-11-28,0.00,0.00,-930.32
Tennessee,2023-11-29,0.00,0.00,-890.58
Tennessee,2023-11-30,0.00,0.00,-754.34
Tennessee,2023-12-01,0.00,0.00,-803.94
Tennessee,2023-12-02,0.00,0.00,-751.48
Tennessee,2023-12-03,0.00,0.00,-650.30
Tennessee,2023-12-04,0.00,0.00,-424.50
Tennessee,2023-12-05,0.00,0.00,-637.19
Tennessee,2023-12-06,0.00,0.00,-621.08
Tennessee,2023-12-07,0.00,0.00,-401.89
Tennessee,2023-12-08,0.00,0.00,-484.21
Tennessee,2023-12-09,0.00,0.00,-287.59
Tennessee,2023-12-10,0.00,0.00,-832.66
Tennessee,2023-12-11,0.00,0.00,17.70
Tennessee,2023-12-12,0.00,0.00,-760.45
Tennessee,2023-12-13,0.00,0.00,-260.74
Tennessee,2023-12-14,0.00,0.00,-52.10
Tennessee,2023-12-15,0.00,0.00,347.50
Tennessee,2023-12-16,0.00,0.00,112.61
Tennessee,2023-12-17,0.00,0.00,-148.19
Tennessee,2023-12-18,0.00,0.00,-64.30
Tennessee,2023-12-19,0.00,0.00,684.72
Tennessee,2023-12-20,0.00,0.00,537.34
Tennessee,2023-12-21,0.00,0.00,431.30
Tennessee,2023-12-22,0.00,0.00,213.55
Tennessee,2023-12-23,0.00,0.00,647.45
Tennessee,2023-12-24,0.00,0.00,629.38
Tennessee,2023-12-25,0.00,0.00,652.48
Tennessee,2023-12-26,0.00,0.00,928.26
Tennessee,2023-12-27,0.00,0.00,761.73
Tennessee,2023-12-28,0.00,0.00,948.14
Tennessee,2023-12-29,0.00,0.00,923.97
Tennessee,2023-12-30,0.00,0.00,1352.22
Tennessee,2023-12-31,0.00,0.00,1397.84
Tennessee,2024-01-01,0.00,0.00,1611.00
Tennessee,2024-01-02,0.00,0.00,1559.39
Tennessee,2024-01-03,0.00,0.00,2468.72
Tennessee,2024-01-04,0.00,0.00,2210.68
Tennessee,2024-01-05,0.00,0.00,1953.07
Tennessee,2024-01-06,0.00,0.00,2656.75
Tennessee,2024-01-07,137.24,0.00,2673.43
Tennessee,2024-01-08,308.44,0.00,2988.66
Tennessee,2024-01-09,478.07,0.00,2837.08
Tennessee,2024-01-10,647.29,0.00,3372.84
Tennessee,2024-01-11,801.43,0.00,3532.50
Tennessee,2024-01-12,937.28,0.00,3223.99
Tennessee,2024-01-13,1080.75,0.00,3268.17
Tennessee,2024-01-14,1212.60,0.00,3780.26
Tennessee,2024-01-15,1330.81,0.00,3785.07
Tennessee,2024-01-16,1433.50,0.00,4083.53
Tennessee,2024-01-17,1521.89,0.00,3988.73
Tennessee,2024-01-18,1581.66,0.00,4195.87
Tennessee,2024-01-19,1610.15,0.00,3905.63
Tennessee,2024-01-20,1634.14,0.00,4071.19
Tennessee,2024-01-21,1635.44,0.00,3901.08
Tennessee,2024-01-22,1613.33,0.00,3880.25
Tennessee,2024-01-23,1567.42,0.00,4019.29
Tennessee,2024-01-24,1500.65,0.00,4064.79
Tennessee,2024-01-25,1400.49,0.00,3899.70
Tennessee,2024-01-26,1266.25,0.00,3972.66
Tennessee,2024-01-27,1126.71,0.00,3666.76
Tennessee,2024-01-28,965.78,0.00,3136.34
Tennessee,2024-01-29,784.80,0.00,3174.51
Tennessee,2024-01-30,585.42,0.00,2891.97
Tennessee,2024-01-31,372.52,0.00,2556.15
Tennessee,2024-02-01,135.43,0.00,2933.91
Tennessee,2024-02-02,0.00,0.00,2579.92
Tennessee,2024-02-03,0.00,0.00,2146.92
Tennessee,2024-02-04,0.00,0.00,1661.79
Tennessee,2024-02-05,0.00,0.00,1574.01
Tennessee,2024-02-06,0.00,0.00,1090.54
Tennessee,2024-02-07,0.00,0.00,1120.74
Tennessee,2024-02-08,0.00,0.00,1004.49
Tennessee,2024-02-09,0.00,0.00,117.12
Tennessee,2024-02-10,0.00,0.00,-23.78
Tennessee,2024-02-11,0.00,0.00,-54.31
Tennessee,2024-02-12,0.00,0.00,-716.83
Tennessee,2024-02-13,0.00,0.00,-773.31
Tennessee,2024-02-14,0.00,0.00,-689.76
Tennessee,2024-02-15,0.00,0.00,-979.88
Tennessee,2024-02-16,0.00,0.00,-1525.99
Tennessee,2024-02-17,0.00,0.00,-1360.50
Tennessee,2024-02-18,0.00,0.00,-1499.05
Tennessee,2024-02-19,0.00,0.00,-1671.48
Tennessee,2024-02-20,0.00,0.00,-2096.24
Tennessee,2024-02-21,0.00,0.00,-1830.09
Tennessee,2024-02-22,0.00,0.00,-2184.54
Tennessee,2024-02-23,0.00,0.00,-2299.92
Tennessee,2024-02-24,0.00,0.00,-2351.58
Tennessee,2024-02-25,0.00,0.00,-1932.50
Tennessee,2024-02-26,0.00,0.00,-2668.34
Tennessee,2024-02-27,0.00,0.00,-2747.57
Tennessee,2024-02-28,0.00,0.00,-2719.78
Tennessee,2024-02-29,0.00,0.00,-2294.83
Tennessee,2024-03-01,0.00,0.00,-2699.29
Tennessee,2024-03-02,0.00,0.00,-2553.43
Tennessee,2024-03-03,0.00,0.00,-2420.77
Tennessee,2024-03-04,0.00,0.00,-2404.52
Tennessee,2024-03-05,0.00,0.00,-3098.78
Tennessee,2024-03-06,0.00,0.00,-2703.67
Tennessee,2024-03-07,0.00,0.00,-3082.43
Tennessee,2024-03-08,0.00,0.00,-2900.23
Tennessee,2024-03-09,0.00,0.00,-3159.34
Tennessee,2024-03-10,0.00,0.00,-3272.81
Tennessee,2024-03-11,0.00,0.00,-2973.43
Tennessee,2024-03-12,0.00,0.00,-3102.87
Tennessee,2024-03-13,0.00,0.00,-3310.96
Tennessee,2024-03-14,0.00,0.00,-3206.18
Tennessee,2024-03-15,0.00,0.00,-3207.36
Tennessee,2024-03-16,0.00,0.00,-3421.35
Tennessee,2024-03-17,0.00,0.00,-3666.32
Tennessee,2024-03-18,0.00,0.00,-3573.29
Tennessee,2024-03-19,0.00,0.00,-3892.42
Tennessee,2024-03-20,0.00,0.00,-3784.97
Tennessee,2024-03-21,0.00,0.00,-3877.35
Tennessee,2024-03-22,0.00,0.00,-3338.27
Texas,2023-03-24,0.00,0.00,1519.06
Texas,2023-03-25,0.00,0.00,1749.50
Texas,2023-03-26,0.00,0.00,1267.66
Texas,2023-03-27,0.00,0.00,1266.47
Texas,2023-03-28,0.00,0.00,750.66
Texas,2023-03-29,0.00,0.00,599.10
Texas,2023-03-30,0.00,0.00,1077.60
Texas,2023-03-31,0.00,0.00,752.32
Texas,2023-04-01,0.00,0.00,237.54
Texas,2023-04-02,0.00,0.00,-730.48
Texas,2023-04-03,0.00,0.00,-1042.05
Texas,2023-04-04,0.00,0.00,-115.79
Texas,2023-04-05,0.00,0.00,-1697.10
Texas,2023-04-06,0.00,0.00,-945.83
Texas,2023-04-07,0.00,0.00,-1068.81
Texas,2023-04-08,0.00,0.00,-844.97
Texas,2023-04-09,0.00,0.00,-1658.46
Texas,2023-04-10,0.00,0.00,150.83
Texas,2023-04-11,0.00,0.00,-1339.09
Texas,2023-04-12,0.00,0.00,-1436.96
Texas,2023-04-13,0.00,0.00,-3080.95
Texas,2023-04-14,0.00,0.00,-1610.17
Texas,2023-04-15,0.00,0.00,-1996.94
Texas,2023-04-16,0.00,0.00,-2839.41
Texas,2023-04-17,0.00,0.00,-1757.39
Texas,2023-04-18,0.00,0.00,-1361.99
Texas,2023-04-19,0.00,0.00,-1611.09
Texas,2023-04-20,0.00,0.00,-2107.33
Texas,2023-04-21,0.00,0.00,-2540.03
Texas,2023-04-22,0.00,0.00,-928.69
Texas,2023-04-23,0.00,0.00,-1809.59
Texas,2023-04-24,0.00,0.00,-771.49
Texas,2023-04-25,0.00,0.00,-1264.23
Texas,2023-04-26,0.00,0.00,-1248.00
Texas,2023-04-27,0.00,0.00,-2711.20
Texas,2023-04-28,0.00,0.00,-1207.09
Texas,2023-04-29,0.00,0.00,-1777.43
Texas,2023-04-30,0.00,0.00,-1543.35
Texas,2023-05-01,0.00,0.00,-2354.24
Texas,2023-05-02,0.00,0.00,-1452.13
Texas,2023-05-03,0.00,0.00,-2294.99
Texas,2023-05-04,0.00,0.00,-1457.10
Texas,2023-05-05,0.00,0.00,-1943.92
Texas,2023-05-06,0.00,0.00,-2198.31
Texas,2023-05-07,0.00,0.00,-625.13
Texas,2023-05-08,0.00,0.00,-1470.66
Texas,2023-05-09,0.00,0.00,-2135.11
Texas,2023-05-10,0.00,0.00,-2921.13
Texas,2023-05-11,0.00,0.00,-1694.36
Texas,2023-05-12,0.00,0.00,-2300.68
Texas,2023-05-13,0.00,0.00,-1431.06
Texas,2023-05-14,0.00,0.00,-3289.10
Texas,2023-05-15,0.00,0.00,-2413.90
Texas,2023-05-16,0.00,0.00,-2058.82
Texas,2023-05-17,0.00,0.00,-2480.45
Texas,2023-05-18,0.00,0.00,-3292.51
Texas,2023-05-19,0.00,0.00,-2503.12
Texas,2023-05-20,0.00,0.00,-2569.78
Texas,2023-05-21,0.00,0.00,-2384.76
Texas,2023-05-22,0.00,0.00,-1821.16
Texas,2023-05-23,0.00,0.00,-1691.40
Texas,2023-05-24,0.00,0.00,-3071.93
Texas,2023-05-25,0.00,0.00,-3456.59
Texas,2023-05-26,0.00,0.00,-2608.87
Texas,2023-05-27,0.00,0.00,-3004.41
Texas,2023-05-28,0.00,0.00,-2880.05
Texas,2023-05-29,0.00,0.00,-1530.10
Texas,2023-05-30,0.00,0.00,-1876.19
Texas,2023-05-31,0.00,0.00,-2722.62
Texas,2023-06-01,0.00,0.00,-1592.17
Texas,2023-06-02,0.00,0.00,-1974.98
Texas,2023-06-03,0.00,0.00,-1040.76
Texas,2023-06-04,0.00,0.00,-1887.56
Texas,2023-06-05,0.00,0.00,-2646.38
Texas,2023-06-06,0.00,0.00,-1381.94
Texas,2023-06-07,0.00,0.00,-2103.20
Texas,2023-06-08,0.00,0.00,-1086.55
Texas,2023-06-09,0.00,0.00,-1078.12
Texas,2023-06-10,0.00,0.00,-1244.16
Texas,2023-06-11,0.00,0.00,-2181.86
Texas,2023-06-12,0.00,0.00,-1125.50
Texas,2023-06-13,0.00,0.00,-1371.59
Texas,2023-06-14,0.00,0.00,-2266.04
Texas,2023-06-15,0.00,0.00,-1875.42
Texas,2023-06-16,0.00,0.00,-1877.55
Texas,2023-06-17,0.00,0.00,-1582.39
Texas,2023-06-18,0.00,0.00,-1726.98
Texas,2023-06-19,0.00,0.00,-1004.13
Texas,2023-06-20,0.00,0.00,-1567.22
Texas,2023-06-21,0.00,0.00,-1179.34
Texas,2023-06-22,0.00,0.00,-627.31
Texas,2023-06-23,0.00,0.00,-1476.79
Texas,2023-06-24,0.00,0.00,-1502.01
Texas,2023-06-25,0.00,0.00,-2172.41
Texas,2023-06-26,0.00,0.00,-1945.77
Texas,2023-06-27,0.00,0.00,438.66
Texas,2023-06-28,0.00,0.00,-1013.64
Texas,2023-06-29,0.00,0.00,-275.87
Texas,2023-06-30,0.00,0.00,-1051.97
Texas,2023-07-01,0.00,0.00,-192.86
Texas,2023-07-02,0.00,0.00,-770.34
Texas,2023-07-03,0.00,0.00,-110.28
Texas,2023-07-04,0.00,0.00,-495.09
Texas,2023-07-05,0.00,0.00,-75.75
Texas,2023-07-06,0.00,0.00,-326.24
Texas,2023-07-07,0.00,0.00,910.89
Texas,2023-07-08,0.00,0.00,2057.95
Texas,2023-07-09,0.00,0.00,662.05
Texas,2023-07-10,0.00,0.00,1273.25
Texas,2023-07-11,0.00,0.00,1305.76
Texas,2023-07-12,0.00,0.00,1014.27
Texas,2023-07-13,0.00,0.00,1885.04
Texas,2023-07-14,0.00,0.00,1567.49
Texas,2023-07-15,0.00,0.00,1865.11
Texas,2023-07-16,0.00,0.00,1573.51
Texas,2023-07-17,0.00,0.00,2690.26
Texas,2023-07-18,0.00,0.00,1979.02
Texas,2023-07-19,0.00,0.00,2611.66
Texas,2023-07-20,0.00,0.00,1594.61
Texas,2023-07-21,0.00,0.00,635.72
Texas,2023-07-22,0.00,0.00,1577.14
Texas,2023-07-23,0.00,0.00,2043.25
Texas,2023-07-24,0.00,0.00,1924.97
Texas,2023-07-25,0.00,0.00,2229.27
Texas,2023-07-26,0.00,0.00,1965.37
Texas,2023-07-27,0.00,0.00,3107.80
Texas,2023-07-28,0.00,0.00,798.14
Texas,2023-07-29,0.00,0.00,2726.29
Texas,2023-07-30,0.00,0.00,2954.25
Texas,2023-07-31,0.00,0.00,2554.61
Texas,2023-08-01,0.00,0.00,2395.13
Texas,2023-08-02,0.00,0.00,2183.14
Texas,2023-08-03,0.00,0.00,2378.04
Texas,2023-08-04,0.00,0.00,2830.94
Texas,2023-08-05,0.00,0.00,2993.04
Texas,2023-08-06,0.00,0.00,2421.34
Texas,2023-08-07,0.00,0.00,2941.03
Texas,2023-08-08,0.00,0.00,2729.11
Texas,2023-08-09,0.00,0.00,2758.36
Texas,2023-08-10,0.00,0.00,3205.37
Texas,2023-08-11,0.00,0.00,3392.99
Texas,2023-08-12,0.00,0.00,2390.33
Texas,2023-08-13,0.00,0.00,2607.72
Texas,2023-08-14,0.00,0.00,3986.73
Texas,2023-08-15,0.00,0.00,3208.12
Texas,2023-08-16,0.00,0.00,3013.46
Texas,2023-08-17,0.00,0.00,3506.34
Texas,2023-08-18,0.00,0.00,3290.01
Texas,2023-08-19,0.00,0.00,3741.24
Texas,2023-08-20,0.00,0.00,2538.18
Texas,2023-08-21,0.00,0.00,2290.88
Texas,2023-08-22,0.00,0.00,3451.77
Texas,2023-08-23,0.00,0.00,2547.51
Texas,2023-08-24,0.00,0.00,2171.06
Texas,2023-08-25,0.00,0.00,2269.06
Texas,2023-08-26,0.00,0.00,2328.96
Texas,2023-08-27,0.00,0.00,1762.79
Texas,2023-08-28,0.00,0.00,2127.86
Texas,2023-08-29,0.00,0.00,2348.35
Texas,2023-08-30,0.00,0.00,2154.08
Texas,2023-08-31,0.00,0.00,1776.68
Texas,2023-09-01,0.00,0.00,1693.69
Texas,2023-09-02,0.00,0.00,1850.27
Texas,2023-09-03,0.00,0.00,905.72
Texas,2023-09-04,0.00,0.00,1785.85
Texas,2023-09-05,0.00,0.00,1114.38
Texas,2023-09-06,0.00,0.00,1332.20
Texas,2023-09-07,0.00,0.00,196.91
Texas,2023-09-08,0.00,0.00,1522.59
Texas,2023-09-09,0.00,0.00,23.21
Texas,2023-09-10,0.00,0.00,541.25
Texas,2023-09-11,0.00,0.00,756.34
Texas,2023-09-12,0.00,0.00,1100.50
Texas,2023-09-13,0.00,0.00,1234.84
Texas,2023-09-14,0.00,0.00,1117.33
Texas,2023-09-15,0.00,0.00,6.84
Texas,2023-09-16,0.00,0.00,-453.22
Texas,2023-09-17,0.00,0.00,57.35
Texas,2023-09-18,0.00,0.00,-89.41
Texas,2023-09-19,0.00,0.00,493.41
Texas,2023-09-20,0.00,0.00,-375.08
Texas,2023-09-21,0.00,0.00,-720.64
Texas,2023-09-22,0.00,0.00,-998.96
Texas,2023-09-23,0.00,0.00,-1151.93
Texas,2023-09-24,0.00,0.00,-652.15
Texas,2023-09-25,0.00,0.00,-1324.65
Texas,2023-09-26,0.00,0.00,-2628.64
Texas,2023-09-27,0.00,0.00,-1858.70
Texas,2023-09-28,0.00,0.00,-2399.18
Texas,2023-09-29,0.00,0.00,-2830.97
Texas,2023-09-30,0.00,0.00,-2906.63
Texas,2023-10-01,0.00,0.00,-2587.52
Texas,2023-10-02,0.00,0.00,-2646.22
Texas,2023-10-03,0.00,0.00,-4291.24
Texas,2023-10-04,0.00,0.00,-4051.25
Texas,2023-10-05,0.00,0.00,-3455.24
Texas,2023-10-06,0.00,0.00,-4862.69
Texas,2023-10-07,0.00,0.00,-4377.93
Texas,2023-10-08,0.00,0.00,-6254.37
Texas,2023-10-09,0.00,0.00,-5165.26
Texas,2023-10-10,0.00,0.00,-5185.43
Texas,2023-10-11,0.00,0.00,-5621.68
Texas,2023-10-12,0.00,0.00,-6022.28
Texas,2023-10-13,0.00,0.00,-5918.49
Texas,2023-10-14,0.00,0.00,-6427.78
Texas,2023-10-15,0.00,0.00,-6259.62
Texas,2023-10-16,0.00,0.00,-5751.69
Texas,2023-10-17,0.00,0.00,-5815.32
Texas,2023-10-18,0.00,0.00,-6660.63
Texas,2023-10-19,0.00,0.00,-6502.63
Texas,2023-10-20,0.00,0.00,-6657.74
Texas,2023-10-21,0.00,0.00,-6335.95
Texas,2023-10-22,0.00,0.00,-5029.39
Texas,2023-10-23,0.00,0.00,-5912.66
Texas,2023-10-24,0.00,0.00,-5432.84
Texas,2023-10-25,0.00,0.00,-4587.39
Texas,2023-10-26,0.00,0.00,-5444.43
Texas,2023-10-27,0.00,0.00,-6377.56
Texas,2023-10-28,0.00,0.00,-6437.78
Texas,2023-10-29,0.00,0.00,-5994.66
Texas,2023-10-30,0.00,0.00,-5648.68
Texas,2023-10-31,0.00,0.00,-5197.86
Texas,2023-11-01,0.00,0.00,-5663.82
Texas,2023-11-02,0.00,0.00,-5686.06
Texas,2023-11-03,0.00,0.00,-5304.60
Texas,2023-11-04,0.00,0.00,-5092.10
Texas,2023-11-05,0.00,0.00,-6380.39
Texas,2023-11-06,0.00,0.00,-6049.15
Texas,2023-11-07,0.00,0.00,-5621.81
Texas,2023-11-08,0.00,0.00,-5644.41
Texas,2023-11-09,0.00,0.00,-5546.12
Texas,2023-11-10,0.00,0.00,-7049.25
Texas,2023-11-11,0.00,0.00,-5742.33
Texas,2023-11-12,0.00,0.00,-7242.79
Texas,2023-11-13,0.00,0.00,-5849.16
Texas,2023-11-14,0.00,0.00,-7286.64
Texas,2023-11-15,0.00,0.00,-6003.89
Texas,2023-11-16,0.00,0.00,-6476.31
Texas,2023-11-17,0.00,0.00,-6104.06
Texas,2023-11-18,0.00,0.00,-7345.48
Texas,2023-11-19,0.00,0.00,-6226.71
Texas,2023-11-20,0.00,0.00,-6095.00
Texas,2023-11-21,0.00,0.00,-5939.62
Texas,2023-11-22,0.00,0.00,-5945.78
Texas,2023-11-23,0.00,0.00,-5771.20
Texas,2023-11-24,0.00,0.00,-5647.85
Texas,2023-11-25,0.00,0.00,-4366.33
Texas,2023-11-26,0.00,0.00,-3658.56
Texas,2023-11-27,0.00,0.00,-4413.91
Texas,2023-11-28,0.00,0.00,-5071.78
Texas,2023-11-29,0.00,0.00,-5337.34
Texas,2023-11-30,0.00,0.00,-5021.48
Texas,2023-12-01,0.00,0.00,-4519.77
Texas,2023-12-02,0.00,0.00,-3956.51
Texas,2023-12-03,0.00,0.00,-3965.09
Texas,2023-12-04,0.00,0.00,-4195.01
Texas,2023-12-05,0.00,0.00,-4089.78
Texas,2023-12-06,0.00,0.00,-4630.12
Texas,2023-12-07,0.00,0.00,-4010.81
Texas,2023-12-08,0.00,0.00,-3330.74
Texas,2023-12-09,0.00,0.00,-4694.36
Texas,2023-12-10,0.00,0.00,-2110.44
Texas,2023-12-11,0.00,0.00,-3475.18
Texas,2023-12-12,0.00,0.00,-4575.11
Texas,2023-12-13,0.00,0.00,-5211.12
Texas,2023-12-14,0.00,0.00,-4121.97
Texas,2023-12-15,0.00,0.00,-4028.67
Texas,2023-12-16,0.00,0.00,-4660.08
Texas,2023-12-17,0.00,0.00,-4064.96
Texas,2023-12-18,0.00,0.00,-3066.07
Texas,2023-12-19,0.00,0.00,-3841.29
Texas,2023-12-20,0.00,0.00,-4944.60
Texas,2023-12-21,0.00,0.00,-3869.50
Texas,2023-12-22,0.00,0.00,-4006.96
Texas,2023-12-23,0.00,0.00,-3513.69
Texas,2023-12-24,0.00,0.00,-2321.67
Texas,2023-12-25,0.00,0.00,-1391.19
Texas,2023-12-26,0.00,0.00,-1316.34
Texas,2023-12-27,0.00,0.00,-393.88
Texas,2023-12-28,0.00,0.00,555.81
Texas,2023-12-29,0.00,0.00,160.29
Texas,2023-12-30,0.00,0.00,1237.35
Texas,2023-12-31,0.00,0.00,2048.60
Texas,2024-01-01,0.00,0.00,2882.48
Texas,2024-01-02,0.00,0.00,4160.53
Texas,2024-01-03,0.00,0.00,4946.08
Texas,2024-01-04,0.00,0.00,6557.85
Texas,2024-01-05,114.77,0.00,8877.01
Texas,2024-01-06,1230.71,0.00,10717.78
Texas,2024-01-07,2327.38,0.00,11146.23
Texas,2024-01-08,3390.67,0.00,11347.72
Texas,2024-01-09,4407.16,0.00,11454.69
Texas,2024-01-10,5334.07,0.00,13077.99
Texas,2024-01-11,6220.76,0.00,13946.75
Texas,2024-01-12,6978.49,0.00,14686.28
Texas,2024-01-13,7681.13,0.00,15630.62
Texas,2024-01-14,8277.13,3.91,15126.46
Texas,2024-01-15,8757.83,1094.28,16387.58
Texas,2024-01-16,9116.73,830.97,17184.33
Texas,2024-01-17,9319.30,441.11,17167.10
Texas,2024-01-18,9424.30,816.25,16233.46
Texas,2024-01-19,9353.41,746.19,16741.04
Texas,2024-01-20,9191.69,246.20,18380.93
Texas,2024-01-21,8899.33,2486.28,17686.20
Texas,2024-01-22,8479.80,490.06,16582.17
Texas,2024-01-23,7938.84,0.00,15485.87
Texas,2024-01-24,7254.04,0.00,15262.60
Texas,2024-01-25,6495.95,0.00,14230.60
Texas,2024-01-26,5597.49,0.00,13227.45
Texas,2024-01-27,4654.21,0.00,13196.54
Texas,2024-01-28,3635.90,0.00,11772.26
Texas,2024-01-29,2554.49,0.00,10220.26
Texas,2024-01-30,1422.99,0.00,9157.18
Texas,2024-01-31,224.92,0.00,7371.84
Texas,2024-02-01,0.00,0.00,7211.60
Texas,2024-02-02,0.00,0.00,6876.93
Texas,2024-02-03,0.00,0.00,4982.22
Texas,2024-02-04,0.00,0.00,2972.41
Texas,2024-02-05,0.00,0.00,1629.08
Texas,2024-02-06,0.00,0.00,2333.07
Texas,2024-02-07,0.00,0.00,116.26
Texas,2024-02-08,0.00,0.00,-1054.70
Texas,2024-02-09,0.00,0.00,-1777.19
Texas,2024-02-10,0.00,0.00,-3083.01
Texas,2024-02-11,0.00,0.00,-2502.87
Texas,2024-02-12,0.00,0.00,-5493.23
Texas,2024-02-13,0.00,0.00,-5503.26
Texas,2024-02-14,0.00,0.00,-6290.49
Texas,2024-02-15,0.00,0.00,-7443.23
Texas,2024-02-16,0.00,0.00,-7098.13
Texas,2024-02-17,0.00,0.00,-8177.48
Texas,2024-02-18,0.00,0.00,-8713.43
Texas,2024-02-19,0.00,0.00,-8277.51
Texas,2024-02-20,0.00,0.00,-7595.95
Texas,2024-02-21,0.00,0.00,-8986.16
Texas,2024-02-22,0.00,0.00,-9086.53
Texas,2024-02-23,0.00,0.00,-9160.93
Texas,2024-02-24,0.00,0.00,-9455.79
Texas,2024-02-25,0.00,0.00,-9347.02
Texas,2024-02-26,0.00,0.00,-9340.28
Texas,2024-02-27,0.00,0.00,-9043.77
Texas,2024-02-28,0.00,0.00,-9340.95
Texas,2024-02-29,0.00,0.00,-8932.66
Texas,2024-03-01,0.00,0.00,-9406.09
Texas,2024-03-02,0.00,0.00,-9333.19
Texas,2024-03-03,0.00,0.00,-9736.33
Texas,2024-03-04,0.00,0.00,-9573.31
Texas,2024-03-05,0.00,0.00,-8162.34
Texas,2024-03-06,0.00,0.00,-8528.71
Texas,2024-03-07,0.00,0.00,-8957.33
Texas,2024-03-08,0.00,0.00,-9077.69
Texas,2024-03-09,0.00,0.00,-9397.64
Texas,2024-03-10,0.00,0.00,-8998.05
Texas,2024-03-11,0.00,0.00,-10506.65
Texas,2024-03-12,0.00,0.00,-10322.85
Texas,2024-03-13,0.00,0.00,-10636.78
Texas,2024-03-14,0.00,0.00,-10123.54
Texas,2024-03-15,0.00,0.00,-10139.45
Texas,2024-03-16,0.00,0.00,-9892.29
Texas,2024-03-17,0.00,0.00,-10704.72
Texas,2024-03-18,0.00,0.00,-10345.42
Texas,2024-03-19,0.00,0.00,-10171.81
Texas,2024-03-20,0.00,0.00,-10998.80
Texas,2024-03-21,0.00,0.00,-10725.55
Texas,2024-03-22,0.00,0.00,-10131.33
Utah,2023-03-24,0.00,0.00,-399.28
Utah,2023-03-25,0.00,0.00,-342.58
Utah,2023-03-26,0.00,0.00,-386.00
Utah,2023-03-27,0.00,0.00,-470.17
Utah,2023-03-28,0.00,0.00,-371.96
Utah,2023-03-29,0.00,0.00,-519.81
Utah,2023-03-30,0.00,0.00,-381.52
Utah,2023-03-31,0.00,0.00,-241.93
Utah,2023-04-01,0.00,0.00,-511.85
Utah,2023-04-02,0.00,0.00,-470.75
Utah,2023-04-03,0.00,0.00,-416.24
Utah,2023-04-04,0.00,0.00,-457.89
Utah,2023-04-05,0.00,0.00,-426.73
Utah,2023-04-06,0.00,0.00,-711.62
Utah,2023-04-07,0.00,0.00,-529.99
Utah,2023-04-08,0.00,0.00,-486.31
Utah,2023-04-09,0.00,0.00,-521.17
Utah,2023-04-10,0.00,0.00,-742.76
Utah,2023-04-11,0.00,0.00,-613.41
Utah,2023-04-12,0.00,0.00,-572.08
